wavelength;intensity
2.809701538e+002;-2.639704035e-004
2.811789246e+002;2.725716913e-003
2.813877258e+002;-2.435053000e-003
2.815965576e+002;2.227435820e-003
2.818053894e+002;1.942703617e-003
2.820142212e+002;6.498417817e-003
2.822230835e+002;1.764746034e-003
2.824319763e+002;-1.927873818e-004
2.826408691e+002;2.832491416e-003
2.828497620e+002;1.764746034e-003
2.830586853e+002;-4.855276085e-003
2.832676392e+002;-3.253657836e-003
2.834765930e+002;-4.784092773e-003
2.836855469e+002;-2.933334094e-003
2.838945313e+002;-4.641727079e-003
2.841035461e+002;-2.114729257e-003
2.843125610e+002;-1.438490464e-003
2.845215759e+002;-2.328278264e-003
2.847306213e+002;-2.363869920e-003
2.849396667e+002;3.010449000e-003
2.851487427e+002;2.076171768e-005
2.853578491e+002;1.631277846e-004
2.855669250e+002;1.088507241e-003
2.857760620e+002;9.461411391e-004
2.859851990e+002;1.275362592e-004
2.861943359e+002;-5.487025483e-004
2.864035034e+002;2.263027243e-003
2.866126709e+002;-1.331715845e-003
2.868218689e+002;-2.114729257e-003
2.870310669e+002;-1.652039587e-003
2.872402954e+002;-4.250220023e-003
2.874495239e+002;-3.218066180e-003
2.876587830e+002;-2.328278264e-003
2.878680725e+002;-2.862151014e-003
2.880773315e+002;-6.910685915e-004
2.882866516e+002;9.461411391e-004
2.884959412e+002;2.725716913e-003
2.887052917e+002;3.766768787e-004
2.889146118e+002;-4.419279867e-004
2.891239929e+002;-1.829997171e-003
2.893333435e+002;-1.482979860e-005
2.895427246e+002;-3.351534542e-004
2.897521362e+002;3.259589663e-003
2.899615479e+002;4.434109665e-003
2.901709900e+002;4.122683895e-004
2.903804321e+002;1.800337574e-003
2.905899048e+002;-1.927873818e-004
2.907993774e+002;2.156252740e-003
2.910088806e+002;-4.392586183e-003
2.912183838e+002;-3.707449650e-004
2.914278870e+002;-1.509673428e-003
2.916374207e+002;-2.933334094e-003
2.918469849e+002;-4.428177606e-003
2.920565491e+002;-4.072262440e-003
2.922661438e+002;-3.396023763e-003
2.924757385e+002;1.275362592e-004
2.926853333e+002;-1.972363098e-003
2.928949585e+002;1.729154494e-003
2.931046143e+002;-3.707449650e-004
2.933142700e+002;2.013886580e-003
2.935239258e+002;-2.185912337e-003
2.937336121e+002;2.156252740e-003
2.939433289e+002;5.902259727e-004
2.941530457e+002;1.800337574e-003
2.943627625e+002;8.393665776e-004
2.945725098e+002;-7.622516132e-004
2.947822876e+002;1.729154494e-003
2.949920654e+002;-2.283788926e-004
2.952018433e+002;-2.114729257e-003
2.954116516e+002;-1.829997171e-003
2.956214600e+002;-3.075700253e-003
2.958312988e+002;-9.402091964e-004
2.960411377e+002;-6.198855699e-004
2.962510071e+002;7.681835559e-004
2.964609070e+002;-1.580856508e-003
2.966707764e+002;5.902259727e-004
2.968807068e+002;1.088507241e-003
2.970906372e+002;-1.482979860e-005
2.973005676e+002;-7.622516132e-004
2.975105286e+002;1.693562954e-003
2.977204895e+002;1.693562954e-003
2.979304810e+002;-1.189349801e-003
2.981404724e+002;-1.865588594e-003
2.983504944e+002;1.942703617e-003
2.985605164e+002;5.902259727e-004
2.987705688e+002;2.085069660e-003
2.989806213e+002;-4.072262440e-003
2.991906738e+002;9.461411391e-004
2.994007874e+002;-1.153758261e-003
2.996108704e+002;-9.046177147e-004
2.998209839e+002;-7.978431531e-004
3.000311279e+002;-3.823122010e-003
3.002412720e+002;1.266464824e-003
3.004514465e+002;1.942703617e-003
3.006616211e+002;-1.829997171e-003
3.008717957e+002;-1.652039587e-003
3.010820007e+002;-1.118166838e-003
3.012922363e+002;-2.995619143e-004
3.015024719e+002;-1.829997171e-003
3.017127075e+002;3.651096253e-003
3.019229736e+002;-9.758007363e-004
3.021332703e+002;-2.283788926e-004
3.023435669e+002;1.017324161e-003
3.025538635e+002;-3.351534542e-004
3.027641907e+002;-7.266601315e-004
3.029745178e+002;1.124098664e-003
3.031848755e+002;-2.114729257e-003
3.033952637e+002;-1.331715845e-003
3.036056519e+002;-3.075700253e-003
3.038160400e+002;-1.367307384e-003
3.040264587e+002;-4.570543766e-003
3.042368774e+002;-5.211191252e-003
3.044473267e+002;-1.652039587e-003
3.046577759e+002;3.410853678e-004
3.048682556e+002;1.124098664e-003
3.050787354e+002;-9.758007363e-004
3.052892456e+002;-1.189349801e-003
3.054997559e+002;1.159690204e-003
3.057102966e+002;-1.011392218e-003
3.059208374e+002;2.227435820e-003
3.061314087e+002;-4.962050356e-003
3.063419800e+002;1.764746034e-003
3.065525818e+002;9.461411391e-004
3.067631836e+002;5.546344328e-004
3.069737854e+002;6.970005343e-004
3.071844177e+002;5.902259727e-004
3.073950806e+002;-2.185912337e-003
3.076057434e+002;3.054938570e-004
3.078164368e+002;-3.075700253e-003
3.080271301e+002;5.190429511e-004
3.082378235e+002;-1.723222551e-003
3.084485474e+002;1.088507241e-003
3.086593018e+002;-8.690261748e-004
3.088700562e+002;4.478599003e-004
3.090808105e+002;1.337647787e-003
3.092915955e+002;1.230873284e-003
3.095023804e+002;-3.573981347e-003
3.097131958e+002;3.046040656e-003
3.099240417e+002;-2.862151014e-003
3.101348877e+002;6.614089943e-004
3.103457336e+002;1.978295157e-003
3.105566101e+002;3.330772743e-003
3.107674866e+002;2.263027243e-003
3.109783936e+002;-7.622516132e-004
3.111893005e+002;-2.185912337e-003
3.114002380e+002;-6.910685915e-004
3.116111755e+002;3.054938570e-004
3.118221436e+002;-2.613010583e-003
3.120331116e+002;-1.474082004e-003
3.122441101e+002;-1.829997171e-003
3.124551086e+002;-2.790968167e-003
3.126661377e+002;2.699023171e-004
3.128771667e+002;-3.680755850e-003
3.130881958e+002;1.408830867e-003
3.132992554e+002;-1.189349801e-003
3.135103455e+002;2.369801747e-003
3.137214355e+002;7.681835559e-004
3.139325562e+002;2.263027243e-003
3.141436768e+002;2.583350986e-003
3.143547974e+002;6.854332983e-003
3.145659485e+002;-1.482979860e-005
3.147771301e+002;3.686687909e-003
3.149883118e+002;-4.063364759e-004
3.151994934e+002;2.120661084e-003
3.154107056e+002;2.903674496e-003
3.156219177e+002;-1.580856508e-003
3.158331604e+002;9.105495992e-004
3.160444336e+002;1.408830867e-003
3.162556763e+002;-4.356994759e-003
3.164669800e+002;-4.775194975e-004
3.166782532e+002;-3.609573003e-003
3.168895874e+002;1.017324161e-003
3.171008911e+002;-2.684193430e-003
3.173122559e+002;-1.571958564e-004
3.175235901e+002;-2.114729257e-003
3.177349854e+002;1.337647787e-003
3.179463501e+002;-5.042131306e-005
3.181577454e+002;1.515605371e-003
3.183691711e+002;2.191844163e-003
3.185805969e+002;2.298618667e-003
3.187920532e+002;6.614089943e-004
3.190035095e+002;-8.334346930e-004
3.192149658e+002;-4.775194975e-004
3.194264526e+002;-1.331715845e-003
3.196379700e+002;-2.007954754e-003
3.198494873e+002;-3.075700253e-003
3.200610046e+002;-1.936771674e-003
3.202725525e+002;-1.153758261e-003
3.204841309e+002;-1.118166838e-003
3.206957092e+002;1.729154494e-003
3.209072876e+002;-4.250220023e-003
3.211188965e+002;9.817326209e-004
3.213305054e+002;-6.198855699e-004
3.215421448e+002;1.551196910e-003
3.217537842e+002;-4.775194975e-004
3.219654541e+002;8.393665776e-004
3.221771240e+002;1.515605371e-003
3.223888245e+002;1.764746034e-003
3.226005249e+002;3.081632080e-003
3.228122559e+002;6.258175126e-004
3.230239868e+002;-1.482979860e-005
3.232357483e+002;-3.351534542e-004
3.234475098e+002;-1.189349801e-003
3.236593018e+002;-3.351534542e-004
3.238710938e+002;-3.573981347e-003
3.240828857e+002;2.939266153e-003
3.242947083e+002;-8.601282752e-005
3.245065613e+002;8.393665776e-004
3.247184143e+002;-1.829997171e-003
3.249302673e+002;-1.794405631e-003
3.251421509e+002;-8.601282752e-005
3.253540649e+002;-1.794405631e-003
3.255659485e+002;3.410853678e-004
3.257778931e+002;1.515605371e-003
3.259898376e+002;1.871520537e-003
3.262017822e+002;1.800337574e-003
3.264137573e+002;2.699023171e-004
3.266257324e+002;-8.690261748e-004
3.268377380e+002;1.017324161e-003
3.270497437e+002;1.052915701e-003
3.272617798e+002;-1.687631011e-003
3.274738159e+002;-1.545264968e-003
3.276858826e+002;-2.470644424e-003
3.278979492e+002;-1.545264968e-003
3.281100159e+002;-4.997642245e-003
3.283221436e+002;-2.292686841e-003
3.285342407e+002;-3.111291677e-003
3.287463684e+002;-1.153758261e-003
3.289585266e+002;-2.897742670e-003
3.291706848e+002;-1.438490464e-003
3.293828430e+002;-2.150320681e-003
3.295950317e+002;4.122683895e-004
3.298072510e+002;-2.719785087e-003
3.300194397e+002;2.298618667e-003
3.302316895e+002;5.546344328e-004
3.304439392e+002;1.408830867e-003
3.306561890e+002;9.817326209e-004
3.308684692e+002;2.298618667e-003
3.310807495e+002;1.266464824e-003
3.312930603e+002;1.631277846e-004
3.315053711e+002;-3.218066180e-003
3.317177124e+002;-4.775194975e-004
3.319300537e+002;-5.487025483e-004
3.321424255e+002;3.054938570e-004
3.323547974e+002;-2.995619143e-004
3.325671692e+002;-1.652039587e-003
3.327795715e+002;-3.707449650e-004
3.329920044e+002;6.614089943e-004
3.332044373e+002;-2.897742670e-003
3.334169006e+002;1.631277846e-004
3.336293640e+002;3.081632080e-003
3.338418274e+002;2.334210323e-003
3.340543213e+002;-2.639704035e-004
3.342668152e+002;2.796899993e-003
3.344793396e+002;1.266464824e-003
3.346918945e+002;3.152815159e-003
3.349044189e+002;-1.260532881e-003
3.351170044e+002;2.013886580e-003
3.353295593e+002;-1.296124421e-003
3.355421753e+002;-2.114729257e-003
3.357547607e+002;-3.502798267e-003
3.359674072e+002;-2.995619143e-004
3.361800232e+002;-5.282374099e-003
3.363926697e+002;-2.506235847e-003
3.366053467e+002;-1.367307384e-003
3.368180237e+002;-2.613010583e-003
3.370307312e+002;-3.351534542e-004
3.372434387e+002;6.614089943e-004
3.374561462e+002;-2.399461344e-003
3.376688843e+002;2.512167906e-003
3.378816528e+002;4.220560659e-003
3.380943909e+002;3.508730326e-003
3.383071899e+002;5.635323396e-005
3.385199890e+002;2.832491416e-003
3.387327881e+002;1.480013831e-003
3.389456177e+002;6.970005343e-004
3.391584473e+002;2.227435820e-003
3.393713074e+002;-6.198855699e-004
3.395841675e+002;1.315403078e-002
3.397970581e+002;-1.758814091e-003
3.400099487e+002;2.690125490e-003
3.402228699e+002;-2.648602007e-003
3.404357910e+002;-1.296124421e-003
3.406487122e+002;-6.554771098e-004
3.408616638e+002;-2.719785087e-003
3.410746460e+002;9.105495992e-004
3.412876282e+002;-1.153758261e-003
3.415006409e+002;1.302056247e-003
3.417136230e+002;-4.534952343e-003
3.419266663e+002;3.766768787e-004
3.421397095e+002;3.615504829e-003
3.423527527e+002;1.088507241e-003
3.425658264e+002;2.263027243e-003
3.427789001e+002;8.037750958e-004
3.429920044e+002;-5.842940300e-004
3.432051086e+002;9.461411391e-004
3.434182434e+002;-6.198855699e-004
3.436313782e+002;-3.929896746e-003
3.438445435e+002;-2.221503761e-003
3.440577087e+002;6.614089943e-004
3.442709045e+002;-2.648602007e-003
3.444841003e+002;2.298618667e-003
3.446972961e+002;-4.775194975e-004
3.449105225e+002;-1.296124421e-003
3.451237793e+002;5.902259727e-004
3.453370361e+002;3.295181319e-003
3.455502930e+002;-5.042131306e-005
3.457635803e+002;6.614089943e-004
3.459768677e+002;-3.360432340e-003
3.461901855e+002;-6.554771098e-004
3.464035034e+002;2.547759330e-003
3.466168518e+002;9.194474842e-005
3.468302307e+002;-2.968925750e-003
3.470435791e+002;1.266464824e-003
3.472569580e+002;2.832491416e-003
3.474703674e+002;1.195281744e-003
3.476837769e+002;-2.185912337e-003
3.478972168e+002;-1.545264968e-003
3.481106567e+002;-1.652039587e-003
3.483240967e+002;2.076171768e-005
3.485375671e+002;-1.402898924e-003
3.487510681e+002;6.970005343e-004
3.489645691e+002;4.834514402e-004
3.491780701e+002;2.156252740e-003
3.493916016e+002;-7.622516132e-004
3.496051331e+002;-2.283788926e-004
3.498186951e+002;-3.573981347e-003
3.500322571e+002;2.343108208e-004
3.502458496e+002;-5.487025483e-004
3.504594421e+002;1.622379990e-003
3.506730652e+002;2.974857576e-003
3.508866882e+002;3.437547246e-003
3.511003418e+002;-2.826559590e-003
3.513139954e+002;-3.182474757e-003
3.515276794e+002;9.105495992e-004
3.517413635e+002;3.508730326e-003
3.519550476e+002;-3.396023763e-003
3.521687622e+002;-6.554771098e-004
3.523825073e+002;-1.616448048e-003
3.525962219e+002;1.631277846e-004
3.528099976e+002;-1.972363098e-003
3.530237732e+002;2.343108208e-004
3.532375488e+002;6.614089943e-004
3.534513550e+002;-8.690261748e-004
3.536651611e+002;-9.046177147e-004
3.538789978e+002;4.754433408e-003
3.540928345e+002;-2.995619143e-004
3.543066711e+002;1.230873284e-003
3.545205688e+002;-2.648602007e-003
