wavelength;intensity
3.547344360e+002;2.699023171e-004
3.549483337e+002;1.978295157e-003
3.551622620e+002;-5.487025483e-004
3.553761902e+002;-4.419279867e-004
3.555901184e+002;5.190429511e-004
3.558040771e+002;-2.719785087e-003
3.560180359e+002;1.230873284e-003
3.562320251e+002;-5.487025483e-004
3.564460144e+002;1.987192954e-004
3.566600342e+002;-2.292686841e-003
3.568740540e+002;5.546344328e-004
3.570881042e+002;3.410853678e-004
3.573021545e+002;3.766768787e-004
3.575162354e+002;-1.402898924e-003
3.577303162e+002;3.188406583e-003
3.579444275e+002;-1.901180134e-003
3.581585388e+002;2.013886580e-003
3.583726501e+002;-1.901180134e-003
3.585867920e+002;2.618942410e-003
3.588009644e+002;-2.150320681e-003
3.590151062e+002;-1.482979860e-005
3.592293091e+002;-1.901180134e-003
3.594435120e+002;7.325920160e-004
3.596577148e+002;-2.114729257e-003
3.598719482e+002;-3.707449650e-004
3.600861816e+002;-2.897742670e-003
3.603004456e+002;-1.652039587e-003
3.605147095e+002;-1.224941341e-003
3.607289734e+002;-2.639704035e-004
3.609432678e+002;-1.402898924e-003
3.611575928e+002;9.105495992e-004
3.613719177e+002;4.834514402e-004
3.615862732e+002;-4.063364759e-004
3.618005981e+002;1.159690204e-003
3.620149841e+002;1.275362592e-004
3.622293701e+002;-1.571958564e-004
3.624437561e+002;-7.622516132e-004
3.626581726e+002;2.512167906e-003
3.628725891e+002;1.302056247e-003
3.630870361e+002;-5.673880689e-003
3.633014832e+002;6.258175126e-004
3.635159607e+002;-3.218066180e-003
3.637304382e+002;2.334210323e-003
3.639449158e+002;-2.363869920e-003
3.641594238e+002;2.085069660e-003
3.643739624e+002;-4.570543766e-003
3.645885010e+002;-1.331715845e-003
3.648030396e+002;-4.570543766e-003
3.650176086e+002;1.978295157e-003
3.652322083e+002;1.337647787e-003
3.654467773e+002;-1.216043456e-004
3.656614075e+002;9.461411391e-004
3.658760071e+002;8.037750958e-004
3.660906677e+002;-7.266601315e-004
3.663052979e+002;3.410853678e-004
3.665199890e+002;2.547759330e-003
3.667346497e+002;9.461411391e-004
3.669493408e+002;2.761308569e-003
3.671640625e+002;1.124098664e-003
3.673787842e+002;5.546344328e-004
3.675935059e+002;-2.470644424e-003
3.678082581e+002;-6.198855699e-004
3.680230103e+002;1.631277846e-004
3.682377930e+002;-1.153758261e-003
3.684526062e+002;8.393665776e-004
3.686673889e+002;9.194474842e-005
3.688822327e+002;-6.910685915e-004
3.690970459e+002;-2.897742670e-003
3.693118896e+002;1.373239327e-003
3.695267639e+002;-1.011392218e-003
3.697416382e+002;1.987192954e-004
3.699565430e+002;-1.367307384e-003
3.701714478e+002;3.366364166e-003
3.703863525e+002;-2.995619143e-004
3.706012878e+002;4.434109665e-003
3.708162231e+002;9.461411391e-004
3.710311890e+002;2.654533833e-003
3.712461853e+002;-1.509673428e-003
3.714611511e+002;-2.150320681e-003
3.716761780e+002;-2.328278264e-003
3.718911743e+002;-2.995619143e-004
3.721062012e+002;-2.613010583e-003
3.723212585e+002;1.586788450e-003
3.725363159e+002;-3.111291677e-003
3.727514038e+002;-3.182474757e-003
3.729664917e+002;-2.435053000e-003
3.731815796e+002;1.444422407e-003
3.733966980e+002;6.970005343e-004
3.736118164e+002;1.835928997e-003
3.738269653e+002;1.907112077e-003
3.740421143e+002;-1.216043456e-004
3.742572937e+002;3.410853678e-004
3.744724731e+002;2.440984827e-003
3.746876831e+002;3.615504829e-003
3.749028931e+002;2.405393403e-003
3.751181335e+002;-1.927873818e-004
3.753333740e+002;2.583350986e-003
3.755486145e+002;1.942703617e-003
3.757638855e+002;-8.334346930e-004
3.759791870e+002;-1.153758261e-003
3.761944885e+002;-4.250220023e-003
3.764097900e+002;-1.865588594e-003
3.766251221e+002;-1.296124421e-003
3.768404541e+002;-1.296124421e-003
3.770558167e+002;2.076171768e-005
3.772711792e+002;-2.470644424e-003
3.774865723e+002;2.583350986e-003
3.777019653e+002;3.410853678e-004
3.779173584e+002;4.540884402e-003
3.781327820e+002;-1.865588594e-003
3.783482361e+002;1.017324161e-003
3.785636902e+002;1.444422407e-003
3.787791443e+002;3.793462412e-003
3.789946289e+002;1.195281744e-003
3.792101135e+002;-7.266601315e-004
3.794256287e+002;5.546344328e-004
3.796411438e+002;5.546344328e-004
3.798566895e+002;5.546344328e-004
3.800722351e+002;1.515605371e-003
3.802878113e+002;1.408830867e-003
3.805033875e+002;-5.131110083e-004
3.807189636e+002;9.105495992e-004
3.809345703e+002;2.974857576e-003
3.811502075e+002;1.373239327e-003
3.813658447e+002;4.647658672e-003
3.815814819e+002;1.275362592e-004
3.817971497e+002;2.939266153e-003
3.820128174e+002;2.832491416e-003
3.822285156e+002;6.106910761e-003
3.824442139e+002;5.217123311e-003
3.826599426e+002;1.137445495e-002
3.828756714e+002;1.265574992e-002
3.830914001e+002;1.201510243e-002
3.833071594e+002;1.347435452e-002
3.835229492e+002;1.625049300e-002
3.837387390e+002;1.571661979e-002
3.839545288e+002;1.710468903e-002
3.841703491e+002;1.632167585e-002
3.843861694e+002;2.237223461e-002
3.846020203e+002;2.094857395e-002
3.848178711e+002;2.877870761e-002
3.850337524e+002;2.674999088e-002
3.852496338e+002;2.988204360e-002
3.854655457e+002;3.696475551e-002
3.856814575e+002;3.689357266e-002
3.858973694e+002;3.678679839e-002
3.861133118e+002;3.732066974e-002
3.863292847e+002;3.571905196e-002
3.865452271e+002;3.838841617e-002
3.867612305e+002;3.764099255e-002
3.869772339e+002;4.244584963e-002
3.871932373e+002;3.920702264e-002
3.874092407e+002;3.532754630e-002
3.876253052e+002;3.532754630e-002
3.878413391e+002;3.593260050e-002
3.880574036e+002;3.429539129e-002
3.882734985e+002;3.974089399e-002
3.884895935e+002;3.689357266e-002
3.887056885e+002;3.682238981e-002
3.889218140e+002;3.436657414e-002
3.891379395e+002;3.112774715e-002
3.893540955e+002;3.219549358e-002
3.895702515e+002;2.632289194e-002
3.897864380e+002;2.724827081e-002
3.900026245e+002;2.586020157e-002
3.902188416e+002;2.909903042e-002
3.904350586e+002;3.070064820e-002
3.906512756e+002;2.781773545e-002
3.908675232e+002;3.255140781e-002
3.910838013e+002;3.262259066e-002
3.913000793e+002;3.098538145e-002
3.915163574e+002;2.895666473e-002
3.917326660e+002;3.611055762e-002
3.919489746e+002;3.404625133e-002
3.921653137e+002;3.226667643e-002
3.923816528e+002;3.579023480e-002
3.925979919e+002;3.030914254e-002
3.928143616e+002;3.112774715e-002
3.930307617e+002;3.287173063e-002
3.932471619e+002;3.201753646e-002
3.934635620e+002;2.888548188e-002
3.936799927e+002;3.756980971e-002
3.938964233e+002;3.721389547e-002
3.941128845e+002;3.675120696e-002
3.943293457e+002;3.824605048e-002
3.945458374e+002;3.906465322e-002
3.947623291e+002;3.863755614e-002
3.949788513e+002;3.344119713e-002
3.951953735e+002;3.771217912e-002
3.954118958e+002;3.739185259e-002
3.956284485e+002;3.532754630e-002
3.958450317e+002;3.628851846e-002
3.960616150e+002;3.746303543e-002
3.962781982e+002;3.290732205e-002
3.964948120e+002;3.824605048e-002
3.967114258e+002;3.465130553e-002
3.969280396e+002;3.148366138e-002
3.971447144e+002;3.511399776e-002
3.973613586e+002;3.418861702e-002
3.975780334e+002;3.518518060e-002
3.977947388e+002;3.696475551e-002
3.980114441e+002;3.885110468e-002
3.982281494e+002;3.856637329e-002
3.984448853e+002;3.714271262e-002
3.986616211e+002;4.055950046e-002
3.988783875e+002;4.116455466e-002
3.990951538e+002;4.675242305e-002
3.993119202e+002;4.824726656e-002
3.995287476e+002;5.500965565e-002
3.997455444e+002;5.707396194e-002
3.999623718e+002;5.839084834e-002
4.001792297e+002;5.383513495e-002
4.003960571e+002;5.052512139e-002
4.006129456e+002;5.066749081e-002
4.008298340e+002;4.354918748e-002
4.010467224e+002;4.586263373e-002
4.012636108e+002;4.596940801e-002
4.014805603e+002;4.006121680e-002
4.016974792e+002;4.650328308e-002
4.019144287e+002;4.625413939e-002
4.021314087e+002;4.984888434e-002
4.023483887e+002;4.867436364e-002
4.025653687e+002;5.162845924e-002
4.027823792e+002;4.714392871e-002
4.029993896e+002;4.543553665e-002
4.032164307e+002;5.216233432e-002
4.034334717e+002;5.080985650e-002
4.036505432e+002;5.347922072e-002
4.038676147e+002;5.330125988e-002
4.040846863e+002;5.458255485e-002
4.043017883e+002;5.760783330e-002
4.045189209e+002;5.137931928e-002
4.047360535e+002;5.113017932e-002
4.049531860e+002;5.266061425e-002
4.051703491e+002;4.842522368e-002
4.053875122e+002;5.401309207e-002
4.056047058e+002;5.315889418e-002
4.058218994e+002;5.148609355e-002
4.060390930e+002;5.038275570e-002
4.062563171e+002;4.849640653e-002
4.064735718e+002;5.298093706e-002
4.066908264e+002;5.775020272e-002
4.069080811e+002;5.582825840e-002
4.071253662e+002;5.589944124e-002
4.073426514e+002;6.390753388e-002
4.075599670e+002;6.287538260e-002
4.077772827e+002;6.063311547e-002
4.079946289e+002;6.301774830e-002
4.082119751e+002;5.664686486e-002
4.084293518e+002;5.938741192e-002
4.086466980e+002;5.600621551e-002
4.088641052e+002;5.785697699e-002
4.090815125e+002;5.436900631e-002
4.092989197e+002;5.629095063e-002
4.095163574e+002;5.486728996e-002
4.097337952e+002;5.604180694e-002
4.099512634e+002;5.807052553e-002
4.101687317e+002;5.817729980e-002
4.103862000e+002;5.451137200e-002
4.106036987e+002;5.732310191e-002
4.108212280e+002;5.721632764e-002
4.110387573e+002;5.678923056e-002
4.112562866e+002;5.572148412e-002
4.114738464e+002;5.557911843e-002
4.116914063e+002;5.565030128e-002
4.119089966e+002;5.447578058e-002
4.121265869e+002;5.572148412e-002
4.123441772e+002;5.230470002e-002
4.125618286e+002;5.177082494e-002
4.127794495e+002;5.376395211e-002
4.129971008e+002;5.614858121e-002
4.132147522e+002;5.184200779e-002
4.134324341e+002;5.027598143e-002
4.136501160e+002;5.276738852e-002
4.138678284e+002;5.337244272e-002
4.140855408e+002;5.515202135e-002
4.143032837e+002;5.333685130e-002
4.145210266e+002;5.913826823e-002
4.147387695e+002;5.664686486e-002
4.149565430e+002;6.020601466e-002
4.151743469e+002;5.999246612e-002
4.153921509e+002;6.219914183e-002
4.156099548e+002;5.778579414e-002
4.158277588e+002;6.255505234e-002
4.160456238e+002;5.746546760e-002
4.162634583e+002;5.646890774e-002
4.164813232e+002;5.387072638e-002
4.166992188e+002;5.429782346e-002
4.169171143e+002;5.234029144e-002
4.171350098e+002;5.903149396e-002
4.173529358e+002;5.892471969e-002
4.175708618e+002;5.732310191e-002
4.177888184e+002;5.678923056e-002
4.180067749e+002;5.824848264e-002
4.182247620e+002;6.095343828e-002
4.184427490e+002;6.006364897e-002
4.186607361e+002;5.960096046e-002
4.188787537e+002;5.956536904e-002
4.190968018e+002;5.899590254e-002
4.193148499e+002;6.597184390e-002
4.195328979e+002;6.262623519e-002
4.197509766e+002;6.330247968e-002
4.199690552e+002;5.963655189e-002
4.201871338e+002;6.138053536e-002
4.204052429e+002;6.098902971e-002
4.206233826e+002;5.839084834e-002
4.208415222e+002;6.180763245e-002
4.210596619e+002;6.123816967e-002
4.212778320e+002;5.625535548e-002
4.214960022e+002;5.849762261e-002
4.217142029e+002;5.821289122e-002
4.219324036e+002;5.899590254e-002
4.221506348e+002;5.821289122e-002
4.223688660e+002;6.262623519e-002
4.225871277e+002;6.202118471e-002
4.228053894e+002;6.365839392e-002
4.230236511e+002;6.348043680e-002
4.232419434e+002;6.493968517e-002
4.234602356e+002;6.493968517e-002
4.236785583e+002;6.739550084e-002
4.238968811e+002;6.661248952e-002
4.241152344e+002;6.864120811e-002
4.243335876e+002;6.575829536e-002
4.245519409e+002;6.312452257e-002
4.247703247e+002;6.433463097e-002
4.249887085e+002;6.661248952e-002
4.252071228e+002;6.828528643e-002
4.254255371e+002;6.892593950e-002
4.256439819e+002;6.718195230e-002
4.258624268e+002;6.664808095e-002
4.260809021e+002;6.832087785e-002
4.262993774e+002;6.938862801e-002
4.265178528e+002;6.849884242e-002
4.267363586e+002;6.988690794e-002
4.269548950e+002;6.792937219e-002
4.271734009e+002;6.992249936e-002
4.273919678e+002;6.832087785e-002
4.276105042e+002;6.522441655e-002
4.278291016e+002;6.362280250e-002
4.280476685e+002;6.839206070e-002
4.282662659e+002;6.134494394e-002
4.284848938e+002;6.444140524e-002
4.287034912e+002;6.134494394e-002
4.289221497e+002;5.725191906e-002
4.291408081e+002;5.888912827e-002
4.293594666e+002;5.661127344e-002
4.295781250e+002;5.693159625e-002
4.297968445e+002;5.646890774e-002
4.300155334e+002;6.145171821e-002
4.302342529e+002;5.739428475e-002
4.304529724e+002;5.454696342e-002
4.306717224e+002;5.899590254e-002
4.308905029e+002;5.981450900e-002
4.311092529e+002;6.120257825e-002
4.313280640e+002;6.106021255e-002
4.315468445e+002;6.465495378e-002
4.317656555e+002;6.380075961e-002
4.319844971e+002;6.291097403e-002
4.322033386e+002;6.063311547e-002
4.324221802e+002;6.059752405e-002
4.326410522e+002;6.276860833e-002
4.328599243e+002;5.863998830e-002
4.330788269e+002;5.315889418e-002
4.332977295e+002;6.034838036e-002
4.335166626e+002;6.027719751e-002
4.337355957e+002;6.348043680e-002
4.339545288e+002;6.191440672e-002
4.341734924e+002;6.134494394e-002
4.343924561e+002;6.550914794e-002
4.346114502e+002;6.874798238e-002
4.348304443e+002;6.561592966e-002
4.350494690e+002;6.892593950e-002
4.352684937e+002;7.063432783e-002
4.354875488e+002;6.871239096e-002
4.357066040e+002;6.714636087e-002
4.359256592e+002;6.800055504e-002
4.361447449e+002;6.340925395e-002
4.363638306e+002;6.593625247e-002
4.365829468e+002;6.582947820e-002
4.368020630e+002;6.693281233e-002
4.370212097e+002;5.949418619e-002
4.372403564e+002;6.714636087e-002
4.374595032e+002;5.899590254e-002
4.376786804e+002;6.091784686e-002
4.378978577e+002;6.205677614e-002
4.381170654e+002;5.853321403e-002
4.383363037e+002;5.871117115e-002
4.385555115e+002;6.177204102e-002
4.387747498e+002;6.077548116e-002
4.389940186e+002;5.750105903e-002
4.392132874e+002;6.298215687e-002
4.394325562e+002;6.056192890e-002
4.396518555e+002;6.031278893e-002
4.398711548e+002;6.522441655e-002
4.400904846e+002;6.412108243e-002
4.403098145e+002;7.049196213e-002
4.405291748e+002;6.390753388e-002
4.407485352e+002;6.671926379e-002
4.409679260e+002;6.575829536e-002
4.411872864e+002;6.465495378e-002
4.414067078e+002;6.693281233e-002
4.416261292e+002;6.935303658e-002
4.418455505e+002;7.027841359e-002
4.420650024e+002;6.764464080e-002
4.422844543e+002;6.864120811e-002
4.425039063e+002;6.978013366e-002
4.427233887e+002;6.582947820e-002
4.429429016e+002;6.985131651e-002
4.431623840e+002;6.668367237e-002
4.433819275e+002;7.045637071e-002
4.436014404e+002;6.547355652e-002
4.438210144e+002;7.316132635e-002
4.440405579e+002;7.244949788e-002
4.442601318e+002;7.682725042e-002
4.444797363e+002;7.825091481e-002
4.446993408e+002;8.181006461e-002
4.449189453e+002;8.554717153e-002
4.451385803e+002;8.148974180e-002
4.453582153e+002;7.387315482e-002
4.455778809e+002;7.696961612e-002
4.457975464e+002;7.116819918e-002
4.460172119e+002;6.689722091e-002
4.462369080e+002;6.426344812e-002
4.464566345e+002;6.522441655e-002
4.466763611e+002;6.020601466e-002
4.468960876e+002;6.479731947e-002
4.471158142e+002;6.205677614e-002
4.473356018e+002;6.376516819e-002
4.475553589e+002;6.120257825e-002
4.477751465e+002;6.219914183e-002
4.479949646e+002;6.244828179e-002
4.482147827e+002;6.650571525e-002
4.484346008e+002;6.415667385e-002
4.486544495e+002;5.970773473e-002
4.488742981e+002;6.262623519e-002
4.490941467e+002;6.106021255e-002
4.493140259e+002;6.002805755e-002
4.495339355e+002;6.031278893e-002
4.497538452e+002;6.049074605e-002
4.499737549e+002;6.084666401e-002
4.501936951e+002;5.963655189e-002
4.504136353e+002;5.981450900e-002
4.506336060e+002;6.333807111e-002
4.508535767e+002;6.419226527e-002
4.510735474e+002;6.358721107e-002
4.512935486e+002;6.842765212e-002
4.515135803e+002;6.227032468e-002
4.517336121e+002;6.657689810e-002
4.519536438e+002;6.348043680e-002
4.521737061e+002;6.248387322e-002
4.523937683e+002;6.490409374e-002
4.526138306e+002;6.622098386e-002
4.528339233e+002;6.533119082e-002
4.530540466e+002;6.305333972e-002
4.532741394e+002;6.447699666e-002
4.534942932e+002;6.668367237e-002
4.537144165e+002;6.162967533e-002
4.539346008e+002;6.280419976e-002
4.541547546e+002;6.262623519e-002
4.543749390e+002;5.999246612e-002
4.545951538e+002;5.920945480e-002
4.548153687e+002;6.006364897e-002
4.550355835e+002;5.732310191e-002
4.552558289e+002;6.305333972e-002
4.554760742e+002;6.027719751e-002
4.556963196e+002;6.187881529e-002
4.559165955e+002;6.063311547e-002
4.561369019e+002;6.138053536e-002
4.563572083e+002;5.789256841e-002
4.565775146e+002;6.237709895e-002
4.567978516e+002;6.120257825e-002
4.570181885e+002;6.369398534e-002
4.572385559e+002;6.337366253e-002
4.574589233e+002;6.330247968e-002
4.576792908e+002;6.319570541e-002
4.578996887e+002;6.390753388e-002
4.581201172e+002;6.355161965e-002
4.583405151e+002;6.348043680e-002
4.585609741e+002;6.123816967e-002
4.587814026e+002;6.280419976e-002
4.590018616e+002;6.582947820e-002
4.592223511e+002;6.796496361e-002
4.594428406e+002;6.775141507e-002
4.596633301e+002;7.672047615e-002
4.598838501e+002;7.565273345e-002
4.601043701e+002;7.938984036e-002
4.603249207e+002;7.892715186e-002
4.605454712e+002;8.398114890e-002
4.607660522e+002;8.967579156e-002
4.609866333e+002;8.625900745e-002
4.612072144e+002;8.383878320e-002
4.614278259e+002;8.796739578e-002
4.616484375e+002;8.394555748e-002
4.618690796e+002;9.063676000e-002
4.620897217e+002;8.778943866e-002
4.623103638e+002;9.088589996e-002
4.625310364e+002;9.868044406e-002
4.627517395e+002;9.896517545e-002
4.629724426e+002;1.033785269e-001
4.631931458e+002;1.044818610e-001
4.634138794e+002;1.031649783e-001
4.636346130e+002;1.036276668e-001
4.638553467e+002;9.779065847e-002
4.640761108e+002;9.885840118e-002
4.642969055e+002;1.060478911e-001
4.645176697e+002;9.615344554e-002
4.647384949e+002;9.732796997e-002
4.649592896e+002;9.366203845e-002
4.651801453e+002;8.672169596e-002
4.654009705e+002;8.462179452e-002
4.656218262e+002;8.216597885e-002
4.658427124e+002;8.027963340e-002
4.660635681e+002;7.771704346e-002
4.662844849e+002;7.714758068e-002
4.665053711e+002;7.430025935e-002
4.667262878e+002;7.180885226e-002
4.669472351e+002;7.195121795e-002
4.671681824e+002;7.223594934e-002
4.673891296e+002;7.159530371e-002
4.676101074e+002;6.796496361e-002
4.678311157e+002;6.686162949e-002
4.680520935e+002;6.750227511e-002
4.682731018e+002;7.020723075e-002
4.684941406e+002;6.753786653e-002
4.687151794e+002;6.650571525e-002
4.689362183e+002;7.401552051e-002
4.691572876e+002;6.874798238e-002
4.693783569e+002;7.508327067e-002
4.695994568e+002;7.746790349e-002
4.698205566e+002;7.248508930e-002
4.700416870e+002;7.099024206e-002
4.702628174e+002;7.526122779e-002
4.704839478e+002;7.422907650e-002
4.707051086e+002;7.526122779e-002
4.709262695e+002;7.227154076e-002
4.711474609e+002;7.109701633e-002
4.713686523e+002;7.024282217e-002
4.715898743e+002;7.059873641e-002
4.718110657e+002;7.091905922e-002
4.720323181e+002;6.871239096e-002
4.722535706e+002;6.807173789e-002
4.724748230e+002;7.099024206e-002
4.726961060e+002;6.970895082e-002
4.729173889e+002;6.671926379e-002
4.731386719e+002;6.607861817e-002
4.733599854e+002;6.956658512e-002
4.735813293e+002;6.768023223e-002
4.738026428e+002;6.924626231e-002
4.740240173e+002;7.088346779e-002
4.742453613e+002;6.867679954e-002
4.744667358e+002;6.956658512e-002
4.746881409e+002;6.529559940e-002
4.749095459e+002;7.081228495e-002
4.751309509e+002;6.294656545e-002
4.753523865e+002;6.333807111e-002
4.755738220e+002;6.330247968e-002
4.757952881e+002;6.305333972e-002
4.760167542e+002;6.504645944e-002
4.762382202e+002;6.903271377e-002
4.764597168e+002;6.810732931e-002
4.766812134e+002;6.803614646e-002
4.769027405e+002;6.878357381e-002
4.771242676e+002;6.864120811e-002
4.773458252e+002;7.052755356e-002
4.775673828e+002;7.817973197e-002
4.777889404e+002;7.629337907e-002
4.780105286e+002;7.526122779e-002
4.782321472e+002;7.301896065e-002
4.784537354e+002;7.679165900e-002
4.786753845e+002;7.739672065e-002
4.788970032e+002;8.373200893e-002
4.791186523e+002;7.885596901e-002
4.793403320e+002;8.504889160e-002
4.795619812e+002;7.999490201e-002
4.797836914e+002;8.462179452e-002
4.800053711e+002;8.348286897e-002
4.802270813e+002;8.423028886e-002
4.804488220e+002;8.191683888e-002
4.806705627e+002;8.366082609e-002
4.808923035e+002;8.647255599e-002
4.811140747e+002;8.689965308e-002
4.813358459e+002;8.035081625e-002
4.815576477e+002;7.867801189e-002
4.817794495e+002;8.298458904e-002
4.820012817e+002;8.358964324e-002
4.822231140e+002;8.237952739e-002
4.824449463e+002;8.045759052e-002
4.826668091e+002;8.355405182e-002
4.828886719e+002;8.572513610e-002
4.831105652e+002;8.284222335e-002
4.833324585e+002;8.750470728e-002
4.835543518e+002;8.227275312e-002
4.837762756e+002;8.693524450e-002
4.839981995e+002;8.704201877e-002
4.842201538e+002;8.903514594e-002
4.844421082e+002;8.882159740e-002
4.846640930e+002;8.796739578e-002
4.848860779e+002;9.120622277e-002
4.851080627e+002;9.576193988e-002
4.853300781e+002;9.223838151e-002
4.855520935e+002;9.782624990e-002
4.857741394e+002;9.134859592e-002
4.859961853e+002;9.832452983e-002
4.862182617e+002;9.718560427e-002
4.864403381e+002;9.935668111e-002
4.866624146e+002;9.227397293e-002
4.868845215e+002;9.576193988e-002
4.871066284e+002;9.213160723e-002
4.873287659e+002;9.312816709e-002
4.875509033e+002;8.946224302e-002
4.877730408e+002;8.985374868e-002
4.879952087e+002;9.017407149e-002
4.882174072e+002;8.807417005e-002
4.884395752e+002;8.568954468e-002
4.886617737e+002;8.793180436e-002
4.888840027e+002;8.711320162e-002
4.891062317e+002;8.341168612e-002
4.893284607e+002;8.405233175e-002
4.895507202e+002;8.312695473e-002
4.897730103e+002;8.287781477e-002
4.899952698e+002;8.512007445e-002
4.902175598e+002;8.576072752e-002
4.904398804e+002;8.604545891e-002
4.906622009e+002;8.682847023e-002
4.908845215e+002;8.124060184e-002
4.911068726e+002;8.170329034e-002
4.913292236e+002;8.376760036e-002
4.915516052e+002;8.472856879e-002
4.917739868e+002;8.173888177e-002
4.919963989e+002;7.664929330e-002
4.922187805e+002;8.120501041e-002
4.924412231e+002;7.938984036e-002
4.926636353e+002;7.867801189e-002
4.928861084e+002;7.675606757e-002
4.931085510e+002;7.896274328e-002
4.933310242e+002;7.917629182e-002
4.935535278e+002;7.590187341e-002
4.937760010e+002;7.857123762e-002
4.939985352e+002;7.664929330e-002
4.942210388e+002;7.736112922e-002
4.944436035e+002;7.376638055e-002
4.946661377e+002;7.693402469e-002
4.948887024e+002;7.800177485e-002
4.951112671e+002;7.878478616e-002
4.953338623e+002;7.892715186e-002
4.955564575e+002;7.597305626e-002
4.957790833e+002;8.184565604e-002
4.960017090e+002;8.031522483e-002
4.962243347e+002;7.739672065e-002
4.964469910e+002;7.522563636e-002
4.966696472e+002;7.664929330e-002
4.968923340e+002;7.355283201e-002
4.971150208e+002;7.839328051e-002
4.973377380e+002;7.640015334e-002
4.975604553e+002;8.077791333e-002
4.977831726e+002;8.269985020e-002
4.980059204e+002;8.501330018e-002
4.982286682e+002;9.138418734e-002
4.984514465e+002;9.512129426e-002
4.986742249e+002;9.885840118e-002
4.988970032e+002;1.126679108e-001
4.991198120e+002;1.150525436e-001
4.993426208e+002;1.269757003e-001
4.995654602e+002;1.419597268e-001
4.997882996e+002;1.575132161e-001
5.000111694e+002;1.729599386e-001
5.002340393e+002;1.903997809e-001
5.004569092e+002;1.933182925e-001
5.006798096e+002;1.968774348e-001
5.009027100e+002;1.878727823e-001
5.011256409e+002;1.754513383e-001
5.013485718e+002;1.526015848e-001
5.015715027e+002;1.444155425e-001
5.017944641e+002;1.321008801e-001
5.020174561e+002;1.206404120e-001
5.022404175e+002;1.172948107e-001
5.024634094e+002;1.122408137e-001
5.026864319e+002;9.764829278e-002
5.029094543e+002;9.398236126e-002
5.031324768e+002;9.309257567e-002
5.033555298e+002;9.323494136e-002
5.035785828e+002;8.928428590e-002
5.038016663e+002;8.625900745e-002
5.040247498e+002;8.743352443e-002
5.042478333e+002;8.714879304e-002
5.044709473e+002;8.383878320e-002
5.046940918e+002;8.633019030e-002
5.049172058e+002;8.533362299e-002
5.051403503e+002;8.038640767e-002
5.053635254e+002;7.707639784e-002
5.055867004e+002;7.575950772e-002
5.058098755e+002;7.376638055e-002
5.060330811e+002;7.618660480e-002
5.062562866e+002;7.088346779e-002
5.064795227e+002;6.760904938e-002
5.067027588e+002;6.664808095e-002
5.069259949e+002;7.330369204e-002
5.071492615e+002;6.725313514e-002
5.073725586e+002;7.227154076e-002
5.075958252e+002;6.693281233e-002
5.078191223e+002;7.127497345e-002
5.080424500e+002;6.782259792e-002
5.082657776e+002;6.550914794e-002
5.084891052e+002;6.881916523e-002
5.087124634e+002;6.778700650e-002
5.089358215e+002;6.166526675e-002
5.091592102e+002;6.807173789e-002
5.093825989e+002;6.412108243e-002
5.096059875e+002;6.170085818e-002
5.098294067e+002;6.458377093e-002
5.100528259e+002;6.568711251e-002
5.102762756e+002;6.803614646e-002
5.104997253e+002;6.490409374e-002
5.107231750e+002;6.461936235e-002
5.109466553e+002;6.372957677e-002
5.111701660e+002;6.533119082e-002
5.113936462e+002;6.013483182e-002
5.116171570e+002;7.188003510e-002
5.118406982e+002;6.401430815e-002
5.120642090e+002;6.853443384e-002
5.122877808e+002;6.590066105e-002
5.125113525e+002;7.020723075e-002
5.127349243e+002;7.163089514e-002
5.129584961e+002;6.732431799e-002
5.131821289e+002;7.191562653e-002
5.134057617e+002;6.981572509e-002
5.136293945e+002;7.056314498e-002
5.138530273e+002;6.889034808e-002
5.140766602e+002;6.963776797e-002
5.143003540e+002;7.223594934e-002
5.145239868e+002;7.109701633e-002
5.147476807e+002;6.896153092e-002
5.149714355e+002;7.330369204e-002
5.151951294e+002;7.109701633e-002
5.154188843e+002;7.568832487e-002
5.156425781e+002;7.234272361e-002
5.158663330e+002;7.650692761e-002
5.160900879e+002;7.102583349e-002
5.163139038e+002;7.494090497e-002
5.165377197e+002;7.686284184e-002
5.167614746e+002;7.796618342e-002
5.169852905e+002;7.711198926e-002
5.172091675e+002;8.074232191e-002
5.174329834e+002;8.419469744e-002
5.176568604e+002;8.675728738e-002
5.178806763e+002;8.373200893e-002
5.181046143e+002;8.401674032e-002
5.183284912e+002;7.978134602e-002
5.185523682e+002;8.138296753e-002
5.187763062e+002;7.099024206e-002
5.190002441e+002;7.465617359e-002
5.192241821e+002;7.486972213e-002
5.194481201e+002;6.437022239e-002
5.196721191e+002;6.768023223e-002
5.198960571e+002;6.422785670e-002
5.201200562e+002;6.568711251e-002
5.203440552e+002;6.550914794e-002
5.205681152e+002;6.273301691e-002
5.207921143e+002;6.223473325e-002
5.210161743e+002;6.049074605e-002
5.212402344e+002;6.177204102e-002
5.214642944e+002;6.116698682e-002
5.216883545e+002;6.209236756e-002
5.219124756e+002;6.241269037e-002
5.221365356e+002;5.938741192e-002
5.223606567e+002;5.824848264e-002
5.225848389e+002;5.863998830e-002
5.228089600e+002;5.091663077e-002
5.230331421e+002;5.554352701e-002
5.232572632e+002;5.575707555e-002
5.234814453e+002;5.269620568e-002
5.237056274e+002;5.618417263e-002
5.239298706e+002;5.091663077e-002
5.241540527e+002;4.935060441e-002
